id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,media_alt_texts,mentioned_names,mentioned_ids,hashtags
1651737823517474816,1682639959,2023-04-27T23:59:19,Pichonsita69,"Full, se me olvido q lo pille con paterias otra ve🤣🤣🙏🏼 « _badassiee: online shopping so therapeutic > — https://twitter.com/_badassiee/status/1651586741831180288 »",0,0,0,1,es,,,,,,Puerto Rico,,,165446979,Pichón 69🧸,0,exxxclusive 🥷🏻,,https://pbs.twimg.com/profile_images/1593147643148095494/vOub58YU_normal.jpg,11677,649,381,,1,2010-07-11T16:03:05,1278864185,,1,,,,,1651586741831180288,_badassiee,4227288628,1682603938,2023-04-28T10:27:41.050012,https://twitter.com/Pichonsita69/status/1651737823517474816,,,,,https://twitter.com/_badassiee/status/1651586741831180288,,,,,,,,
1651586741831180288,1682603938,2023-04-27T13:58:58,_badassiee,online shopping so therapeutic >,0,1391,2954,0,en,,,,,,,,,4227288628,SIE,0,IG badasssie | @copicatinc,http://www.copicatinc101.com,https://pbs.twimg.com/profile_images/1647316910382407680/0B_Lq4un_normal.jpg,30833,218531,248,,296,2015-11-19T15:38:51,1447947531,quote,0,,,,,,,,,2023-04-28T10:27:41.049510,https://twitter.com/_badassiee/status/1651586741831180288,,,,,,,,,,,,,
1651737781385691141,1682639949,2023-04-27T23:59:09,Marian51200489,"RT @SosAbuelos1: #NAVARRA
Que penita de ángel... 😓
  
Dan en adopción a este viejito de 14 años.
El pobrecillo está #cieguito, medio sordo, no tiene dientes y hace sus necesidades donde le pille, ya no aguanta...

Sabemos que no se van a matar por él.... pero seguro que hay algún alma que...

Le… https://twitter.com/i/web/status/1651529193086152704 https://twitter.com/SosAbuelos1/status/1651529193086152704/photo/1",0,0,0,0,es,,,,,,,,,923697202559676421,Maria,0,,,https://pbs.twimg.com/profile_images/923699281403564032/h6DaMigA_normal.jpg,15979,74,112,,0,2017-10-26T23:45:49,1509061549,,1,1651529193086152704,SosAbuelos1,2576492384,1682590218,,,,,2023-04-28T10:27:41.050418,https://twitter.com/Marian51200489/status/1651737781385691141,,,,,,,,,,,SosAbuelos1,2576492384,NAVARRA|cieguito
1651529193086152704,1682590218,2023-04-27T10:10:18,SosAbuelos1,"#NAVARRA
Que penita de ángel... 😓
  
Dan en adopción a este viejito de 14 años.
El pobrecillo está #cieguito, medio sordo, no tiene dientes y hace sus necesidades donde le pille, ya no aguanta...

Sabemos que no se van a matar por él.... pero seguro que hay algún alma que...

Le… https://twitter.com/i/web/status/1651529193086152704 https://twitter.com/SosAbuelos1/status/1651529193086152704/photo/1",0,589,456,26,es,,,,,,,,,2576492384,Sos Abuelos,1,"CUENTA PARA LA DIFUSION DE ANIMALES ANCIANOS
💚 Teaming de Sos Abuelos; https://t.co/ycc6NoTYCB",,https://pbs.twimg.com/profile_images/541921521925496832/IUJ-T6gf_normal.jpeg,38856,25397,761,,131,2014-06-19T08:45:31,1403167531,retweet,1,,,,,,,,,2023-04-28T10:27:41.050382,https://twitter.com/SosAbuelos1/status/1651529193086152704,,,,,https://twitter.com/SosAbuelos1/status/1651529193086152704/photo/1|https://twitter.com/i/web/status/1651529193086152704,,,,,,,,NAVARRA|cieguito
1651737737156784131,1682639938,2023-04-27T23:58:58,Jugador181,"@Balzajq Maldad es que el pollo pille, la gallina no tiene tetas .
😁😁😁😂😂😂",0,0,0,0,es,Balzajq,138608019,1651698354093473793,,,,,,1145398363078234115,Jugador18,0,,,https://pbs.twimg.com/profile_images/1146206508713201665/by-uq4Xo_normal.jpg,18225,451,875,,0,2019-06-30T18:27:05,1561919225,,1,,,,,,,,,2023-04-28T10:27:41.050536,https://twitter.com/Jugador181/status/1651737737156784131,,,,,,,,,,,Balzajq,138608019,
1651737663739764738,1682639921,2023-04-27T23:58:41,julianandres298,"@xiomara91_ En mi época hubo uno que abiertamente se declaraba anti marxista, y oficiaba sus sermones bajo los parámetros de tipos como Agustín Laje. Al final, desapareció, no pudo con la contradicción de sus ideas, tiempo después lo pillé en fotografías de eventos de la TF y de la RAC",0,0,2,0,es,xiomara91_,1320507386730319875,1651637041485029378,,,Bogotá,,,2863806788,Julián Romero,0,"Víctima del Sistema, Docente, Castrochavista, Mamerto, músico, viajero, escritor, podcaster y futbolero",https://www.facebook.com/Julianitox2,https://pbs.twimg.com/profile_images/1610346296509964288/D6p-bcpy_normal.jpg,3281,286,834,,0,2014-10-19T01:29:34,1413682174,,1,,,,,,,,,2023-04-28T10:27:41.050635,https://twitter.com/julianandres298/status/1651737663739764738,,,,,,,,,,,xiomara91_,1320507386730319875,
1651736896836435974,1682639738,2023-04-27T23:55:38,kxmiik,@cigsafterbinge Te pille,0,0,0,1,et,cigsafterbinge,1538653927746543622,1651673840739577860,,,,,,1561479455087919107,Cami,0,she/edtwt/shtwt,,https://pbs.twimg.com/profile_images/1609076298298658816/x6_dyOJh_normal.jpg,902,108,207,,0,2022-08-21T22:25:10,1661120710,,1,,,,,,,,,2023-04-28T10:27:41.050726,https://twitter.com/kxmiik/status/1651736896836435974,,,,,,,,,,,cigsafterbinge,1538653927746543622,
1651735730996092932,1682639460,2023-04-27T23:51:00,latifap1,"ya pillé a este mal parido mintiendo, menos que ya no dibuja este hijo de puta con el lapiz pasta que se sacaba del orto « doctormoskowitz: Primera señal inequívoca de que la ultra izquierda perdió la revolución.- Chile y Perú - Chong - Sierra Bella #GobiernoInforma Falso - Toha - APRA - Honor y Gloria - Longton - Las Condes - Naya - Venezuela #Carabineros96Anos https://twitter.com/doctormoskowitz/status/1651673572295823363/photo/1 — https://twitter.com/doctormoskowitz/status/1651673572295823363 »",0,0,0,0,es,,,,,,,,,1612193864034488320,Zip-a-Leo,0,Here's a token of my openness.,,https://pbs.twimg.com/profile_images/1632220082968444928/KMJB1ek-_normal.jpg,5233,86,214,,3,2023-01-08T21:06:25,1673211985,,1,,,,,1651673572295823363,doctormoskowitz,62586545,1682624640,2023-04-28T10:27:41.051068,https://twitter.com/latifap1/status/1651735730996092932,,,,,https://twitter.com/doctormoskowitz/status/1651673572295823363,,,,,,,,
1651673572295823363,1682624640,2023-04-27T19:44:00,doctormoskowitz,Primera señal inequívoca de que la ultra izquierda perdió la revolución.- Chile y Perú - Chong - Sierra Bella #GobiernoInforma Falso - Toha - APRA - Honor y Gloria - Longton - Las Condes - Naya - Venezuela #Carabineros96Anos https://twitter.com/doctormoskowitz/status/1651673572295823363/photo/1,1,137,272,20,es,,,,,,Santiago de Chile ,,,62586545,Ignacio Moskowitz,0,"El doctor moskowitz es un medico especialista en inmunología, pediatría, gineco-obstetricia, geriatría y toda especialidad médicas.",http://www.doctormoskowitz.com,https://pbs.twimg.com/profile_images/378800000149384860/5bab70de68cc4a6c805804aa5ddac835_normal.jpeg,121972,3638,4980,,15,2009-08-03T18:39:01,1249324741,quote,0,,,,,,,,,2023-04-28T10:27:41.050958,https://twitter.com/doctormoskowitz/status/1651673572295823363,,,,,https://twitter.com/doctormoskowitz/status/1651673572295823363/photo/1,,,,,,,,Carabineros96Anos|GobiernoInforma
1651735702634131457,1682639453,2023-04-27T23:50:53,dramabananna,"Como siempre, tan pronto termina el programa a JJ le faltan pies para huir del plató. No vaya a ser que alguien le pille y quiera hablar con él… Ion y Carlos Sobera, sin embargo, sí se quedan a despedirse #SVGala9",0,0,0,0,es,,,,,,Estados Unidos,,,808119268478959616,dramabananna,0,Sarcastic babydoll. Dog obsessed. Milkshake in vein. NBA. Perra de la fama. Travel planner to Europe. DM me.,,https://pbs.twimg.com/profile_images/808126025741856769/A4NVXSjs_normal.jpg,96308,431,725,,0,2016-12-12T01:20:22,1481505622,,1,,,,,,,,,2023-04-28T10:27:41.051545,https://twitter.com/dramabananna/status/1651735702634131457,,,,,,,,,,,,,SVGala9
